Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
douleur-2-sample,Douleur-2 - sample,<p> </p>,Bogue Profumo,sample,"Merk:Bogue Profumo, sample, Soort:sample",true,Size,1 ml,,,,,BP10005S,1.0,,0,deny,manual,5.00,,true,false,,https://cdn.shopify.com/s/files/1/1323/9877/products/1_ml_sample_no_cap_PDP_logo_e03bc4aa-f5d0-436c-8255-09d9000b7f25.jpg?v=1604591133,1,,false,Bogue Profumo - Douleur - Perfume Lounge,"De nieuwe parfum van Antonio Gardoni, Douleur voor Bogue Profumo een spannende creatie in samenwerking met een tattoo artist. Bestel veilig online of kom langs.",,,,,,,,,,,,,,,g,,,active
caron-vetiver-infini-sample,Vetiver Infini - sample,"",Caron,sample,"Merk:Caron, sample, Soort:sample",false,Inhoud,"1,5 ml",,,,,"",1.0,,0,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_f3d0215f-893a-42cc-8c94-9b5c563dc123.jpg?v=1604575145,1,,false,Vetiver Infini - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,,g,,4.00,draft
caron-tabac-exquis-sample,Tabac Exquis - sample,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p> </p>",Caron,sample,"Merk:Caron, sample, Soort:sample",false,Inhoud,"1,5 ml",,,,,"",1.0,,0,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_02d559d5-6875-4deb-b3c2-f1afaf85b429.jpg?v=1604575038,1,,false,Tabac Exquis - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,,g,,4.00,draft
caron-santal-precieux-sample,Santal Precieux - sample,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p> </p>",Caron,sample,"Merk:Caron, sample, Soort:sample",false,Inhoud,"1,5 ml",,,,,"",1.0,,0,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1mlsamplenocapPDPlogo_03270b12-00b2-4eb2-834a-cda26d645c58.jpg?v=1604574947,1,,false,Santal Precieux - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,,g,,4.00,draft
caron-narcisse-blanc-sample,Narcisse Blanc - sample,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p data-mce-fragment=""1""> </p>",Caron,sample,"Merk:Caron, sample, Soort:sample",false,Inhoud,"1,5 ml",,,,,"",1.0,,0,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_b82b7bb1-fb41-4cfb-8e8a-6adca5aaa94f.jpg?v=1604574900,1,,false,Narcisse Blanc - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,,g,,4.00,draft
caron-narcisse-blanc,Narcisse Blanc,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Orange blossom, Caron’s ever-present source of inspiration, meets one of the loveliest ingredients of modern perfumery: cashmeran.</strong></p>
<p>It is a kaleidoscope of extraordinary ingredients with a composition that reveals multiple faces of orange blossom simultaneously, as the two sides of a coin. Tails: a bright cocktail of bergamot, orange, and petitgrain underscores the vibrant sparkle of its green, floral nuances. Heads: cashmeran locks with narcissus absolute and vanilla to underscore its suave nature and envelop it in a tender cocoon.</p>
<p>This perfume feels like a tender and fresh sparkle - yet the blend of cashmeran, narcissus absolute and vanilla give it a cocoon like warm enveloping embrace.<br><br>Narcisse Blanc doesn’t shout; it whispers elegantly and invitingly.</p>
<h2>Ingrediënten</h2>
<p>Oranje bloesem, narcis, cashmeran, bergamot, sinaasappel, petitgrain, vanille<br></p>
<h2>Parfumeur</h2>
<p>Jean Jacques</p>",Caron,eau de parfum,"Familie:floral, Familie:softfloral, ingr:aldehyde, ingr:bergamot, ingr:kokos, ingr:narcis, ingr:oranjebloesem, ingr:petitgrain, ingr:vanille, leather floral, Merk:Caron, met sample, ProductBackground:background-floral-med, ProductBackground:background-oriental-light, ProductBackground:background-softfloral-light, Related:floral, Related:softfloral, softfloral, Soort:eau de parfum",false,Inhoud,50 ml,,,,,,50.0,shopify,0,deny,manual,150.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600NarcisseBlancCaron100ml.jpg?v=1604573977,1,,false,Narcisse Blanc - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600NarcisseBlancCaron50ml.jpg?v=1604573977,g,,69.44,draft
caron-narcisse-blanc,,,,,,,,100 ml,,,,,,100.0,shopify,0,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/CARON_VISUEL_NARCISSEBLANC_LR.jpg?v=1604573977,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600NarcisseBlancCaron100ml.jpg?v=1604573977,g,,101.85,
caron-narcisse-blanc,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600NarcisseBlancCaron50ml.jpg?v=1604573977,3,,,,,,,,,,,,,,,,,,,,,,
caron-tabac-exquis,Tabac Exquis,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>A generous, enveloping scent that pushes the warmest facets of tobacco absolute and chocolate</strong></p>
<p>Tabac Exquis is a generous, enveloping scent that pushes the warmest facets of tobacco absolute and chocolate to the extreme, playing on the unbeatable olfactory complexity of these two noble ingredients.</p>
<h2>Ingrediënten</h2>
<p>Tobacco absolute, chocolate, <meta charset=""utf-8""><span data-mce-fragment=""1"">coumarin, kruiden</span><br></p>
<h2>Parfumeur</h2>
<p>Jean Jacques</p>",Caron,eau de parfum,"chocolate, Familie:oriental, ingr:chocolade, ingr:tabak, Merk:Caron, met sample, ProductBackground:background-oriental-light, Related:oriental, Soort:eau de parfum",false,Inhoud,50 ml,,,,,,50.0,shopify,0,deny,manual,150.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600TabacExquisCaron100ml.jpg?v=1604575376,1,,false,Tabac Exquis - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600TabacExquisCaron50ml.jpg?v=1604575376,g,,69.44,draft
caron-tabac-exquis,,,,,,,,100 ml,,,,,,100.0,shopify,0,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/CARON_VISUEL_TABACEXQUIS_LR.jpg?v=1604575376,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600TabacExquisCaron100ml.jpg?v=1604575376,g,,101.85,
caron-tabac-exquis,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600TabacExquisCaron50ml.jpg?v=1604575376,3,,,,,,,,,,,,,,,,,,,,,,
caron-vetiver-infini,Vetiver Infini,"<meta charset=""utf-8""><meta charset=""utf-8""> <br>
<p data-mce-fragment=""1""><span><b>Vétiver Infini is a luminous woody composition with a fresh spirit to which bergamot, grapefruit, and lime add a harmonious sparkle.</b></span></p>
<p><span>The light duo of iris and vetiver rests upon the skin to reveal the powdery facets of violet leaf and the woody elegance of cedar. Both classic and modern, graceful and strong, this lingering scent reveals the absolute nobility of the ingredients it is made of.<br>Vetiver, a recent introduction to our palette with woody, smoky notes, is leading us down the path to a future we can already predict.<br>We selected a vetiver of exceptional quality from Haiti, from a responsible For Life-certified grower, to illustrate our conviction that the raw materials that make up our fragrances must embody our philosophy and make it tangible.<br>For Caron, iris and vetiver are symbols that, when taken together, articulate our vision of perfumery with a rich history and strong dreams. Our feet are on the ground, even though our head is in the stars.</span><br></p>
<p>*The Haitian vetiver essence is grown as part of the IFF For Life ethical programme which follows strict sustainability criteria: transparency, environmental responsibility, fair trade, ethical relationships with producers and local communities.</p>
<h2>Ingrediënten</h2>
<p>Vetiver, bergamot, grapefruit, lime, iris, vetiver, violet leaf, cedarwood</p>
<h2>Parfumeur</h2>
<p>Jean Jacques</p>",Caron,eau de parfum,"citrus, Familie:citrus, Familie:woody, ingr:bergamot, ingr:cederhout, ingr:iris, ingr:limoen, ingr:roos, ingr:vetiver, Merk:Caron, met sample, ProductBackground:background-citrus-med, ProductBackground:background-woody-light, Related:citrus, Related:woody, Soort:eau de parfum, woody",false,Inhoud,50 ml,,,,,,50.0,shopify,0,deny,manual,150.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600VetiverInfiniCaron100ml.jpg?v=1604575457,1,,false,Vetiver Infini - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600VetiverInfiniCaron50ml.jpg?v=1604575457,g,,69.44,draft
caron-vetiver-infini,,,,,,,,100 ml,,,,,"",100.0,shopify,0,deny,manual,220.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/CARON_VISUEL_VETIVER_LR.jpg?v=1604575457,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600VetiverInfiniCaron100ml.jpg?v=1604575457,g,,101.85,
caron-vetiver-infini,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600VetiverInfiniCaron50ml.jpg?v=1604575457,3,,,,,,,,,,,,,,,,,,,,,,
caron-santal-precieux,Santal Precieux,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Lying somewhere between strength and tenderness, between masculine and feminine, it is a liberated signature and the epitome of Caron.</strong></p>
<div class=""grid"">
<div class=""grid__item medium-up--one-half"">
<div class=""product-single__meta"">
<div class=""product-single__description rte"">
<p>Santal Précieux is a floral woody fragrance with a very distinctive identity. First and foremost, it is a fragrance of essences. Two superb essences of sandalwood from Australia and New Caledonia give this scent its ultra-contemporary personality. The surprisingly soft wood is rounded out by the amber notes of cistus labdanum, and a note of warm milk reveals the creamy facets of the fragrance. The rose is enhanced by the spicy accents of elemi and pink peppercorn, enveloping the sandalwood in a fresh, luminous cloud redolent of flowers.</p>
</div>
</div>
</div>
</div>
<h2>Ingrediënten</h2>
<p>Sandalwood, cistus labdanum, milk accord, rose, elemi, pink pepper</p>
<h2>Parfumeur</h2>
<p>Jean Jacques</p>",Caron,eau de parfum,"Familie:woody, ingr:amber, ingr:cederhout, ingr:iris, ingr:labdanum, ingr:peper, ingr:roos, ingr:sandelhout, ingr:tabak, ingr:tonka, Merk:Caron, met sample, ProductBackground:background-woody-light, Related:woody, Soort:eau de parfum, woody",false,Inhoud,50 ml,,,,,,50.0,shopify,0,deny,manual,150.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SantalPrecieuxCaron100ml.jpg?v=1604575264,1,,false,Santal Precieux - Parfums Caron - Perfume Lounge,"Parfums Caron is een klassiek parfumhuis uit 1906, een reeks klassiekers en sinds kort ook een huisparfumeur. Ontdek de nieuwe collectie van Caron.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SantalPrecieuxCaron50ml.jpg?v=1604575264,g,,69.44,draft
caron-santal-precieux,,,,,,,,100 ml,,,,,"",100.0,shopify,0,deny,manual,220.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/CARON_VISUEL_SANTALPRECIEUX_LR.jpg?v=1604575264,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SantalPrecieuxCaron100ml.jpg?v=1604575264,g,,101.85,
caron-santal-precieux,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SantalPrecieuxCaron50ml.jpg?v=1604575264,3,,,,,,,,,,,,,,,,,,,,,,
parle-moi-de-parfum-mile-high-38-sample,Mile High / 38 - sample,"",Parle Moi de Parfum,sample,"Merk:Parle Moi de Parfum, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,PM4239S,1.0,,0,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_12d69a91-184b-46ae-9679-6ff65341dbeb.jpg?v=1604496063,1,,false,Parle Moi de Parfum Mile High / 38 EdP - Perfume Lounge,"Een nieuwe creatie van Parle Moi de Parfum met ananas, immortelle, tonkabonen en patchouli. Bestel vandaag uw fles, dezelfde werkdag verzonden.",gezondheid en persoonlijke verzorging > persoonlijke verzorging > cosmetica > parfum,,,,,,,,,,,,,,g,,4.00,active
smelling-session-home-18-nov,Smelling Session @home - De nieuwste parfums,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Voor deze interactieve parfumbelevenis vanuit jouw eigen huis krijg je vooraf een spannend sample setje thuisgestuurd met 5 nieuwe (genummerde) parfums. Deze ontvang je ruim op tijd voor de online Zoom sessie met Tanja en Karima. </p>
<p data-mce-fragment=""1"">Bij de sample set zit een korte instructie hoe je je voor kan bereiden. Vervolgens ontvang je een persoonlijke link voor de online Zoom sessie, waarin we steeds met een groep van maximaal 12 mensen de geuren op een interactieve wijze samen gaan ruiken en bespreken.<br><br>We hebben er zin in, jij ook?<br></p>
<p data-mce-fragment=""1""><strong>Wanneer:</strong> Woensdag 18 november 16:00 - 17:00 uur en 19:00 - 20:00 uur<br data-mce-fragment=""1""><strong><br>Kosten:</strong> € 29<br data-mce-fragment=""1"">Dit omvat een sample set die je thuis wordt ontvangt, een kortingsvoucher van € 15 euro en een zoom sessie van 60 minuten<br><strong><br>Groepsgrootte:</strong> maximaal 12 personen<br data-mce-fragment=""1""><strong><br>Benodigdheden voor de zoom sessie: </strong>Een computer of smartphone waar <a href=""https://zoom.us/download"" title=""Zoom download"" target=""_blank"">Zoom</a> op geïnstalleerd is, een webcam en microfoon voor tijdens de sessie<br><strong><br>Taal:</strong> Nederlands</p>",Perfume Lounge,workshop,"ingr:leer, Merk:Perfume Lounge, Related:SampleSet, Soort:workshop, workshop",true,Tijd,16:00 - 17:00 uur,,,,,PL44444,0.0,shopify,6,deny,manual,29.00,,false,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/MasterclassBarroisPerfumeLoungeblottersLR.jpg?v=1604415986,1,,false,Smelling Session @home - Nieuwste parfums - 18 nov - Perfume taster,Een parfumbelevenis die te volgen is vanuit jouw eigen thuis. Doe mee woensdag 18 november met onze eerste Smelling Session @home over onze nieuwste parfums. ,,,,,,,,,,,,,,,g,,,active
smelling-session-home-18-nov,,,,,,,,19:00 - 20:00 uur,,,,,PL44445,0.0,shopify,0,deny,manual,29.00,,false,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/600x6005PerfumeLoungesamplesnewlabelswhitebackgroundwebres_178e2728-e284-4416-ab42-492f9a97019c.jpg?v=1604416033,2,,,,,,,,,,,,,,,,,,,g,,,
smelling-session-home-18-nov,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/Zoommeeting.jpg?v=1604416033,3,,,,,,,,,,,,,,,,,,,,,,
salle-privee-le-temps-perdu-travelsize,Le Temps Perdu - travel spray,"<p>De signatuur geur van Salle Privee, Le Temps Perdu, nu ook in een handig en stijlvol reisformaat, 12 ml spray.</p>
<p>Le Temps Perdu is een zeer krachtige warme geur, onderscheidend, stijlvol en uitdagend sensueel. <br></p>
<p>Een gelaagde architectonische compositie rond een hart van amber en musk, met een rijke basis van hout en ambrette zaad absolue, tikje dierlijk. Verslavend en onderscheidend.</p>
<p>De naam verwijst naar het boek van Marcel Proust, over hoe geur je zo sterk en beeldend terug kan voeren in de tijd, naar herinneringen, emoties en nostalgie.</p>
<p>Ook beschikbaar in set met een <a title=""CODE le temps perdu 2x12ml + houder"" href=""https://www.perfumelounge.nl/collections/all-collections/products/salle-privee-code-parfum-houder?variant=32853626257493"" target=""_blank"">prachtig design aluminium houder</a>.</p>
<h2>Ingrediënten</h2>
<p><meta charset=""utf-8""><span>ambrettezaad, amber, ambroxan, musk, iso-E super, hout</span></p>",Salle Privee,eau de parfum,"Familie:woody, ingr:amber, ingr:ambrettezaad, ingr:Iso-E Super, ingr:musk, Merk:Salle Privee, nieuw, ProductBackground:background-woody-light, Related:CODEsalleprivee, related:salle-privee, Related:SallePrivee, Related:TempsPerdu, Soort:eau de parfum",true,Inhoud,12 ml,,,,,25011101,12.0,shopify,3,deny,manual,38.00,,true,true,8719874953498,https://cdn.shopify.com/s/files/1/1323/9877/products/SALLEPRIVEE_12ml_LTPLR.jpg?v=1604593756,1,,false,Le Temps Perdu travel size- Salle Privee - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlLTPbottle.jpg?v=1604593756,g,,19.00,active
salle-privee-le-temps-perdu-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlLTPbottle.jpg?v=1604593756,2,,,,,,,,,,,,,,,,,,,,,,
salle-privee-le-temps-perdu-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlLTPbottle_box.jpg?v=1604593756,3,,,,,,,,,,,,,,,,,,,,,,
salle-privee-le-temps-perdu-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlLTPbox.jpg?v=1604593756,4,,,,,,,,,,,,,,,,,,,,,,
salle-privee-le-temps-perdu-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/SALLEPRIVEE_CODEholder_Concorde_LTP_12mlLR_f587323d-146c-47b2-a558-538800ab2a5c.jpg?v=1604593756,5,,,,,,,,,,,,,,,,,,,,,,
salle-privee-concorde-travelsize,Concorde - travel spray,"<p>Concorde: supersonisch en decadent; nu ook <meta charset=""utf-8"">in praktisch reisformaat van 12 ml.<br><br>Deze zesde geur van het merk Salle Privée is zeer krachtig en vol verleiding. Decadent rijk aan hoogwaardige en kostbare akkoorden, associaties met velours, goud en hout, je reis in gedachten mee in de luxueuze Concorde, in een paar uur van New York naar Parijs...</p>
<p>Een verslavend en verleidelijke unisex geur op basis van armagnac, kostbare houtsoorten en een gouden amber akkoord.</p>
<p>Extrovert en warm, met een subtiel rauw en dirty randje.</p>
<p>Quote Salle Privee:<br><em>“A supersonic and decadent fragrance,</em><br><em>lavish, alluring, exhilarating and extravagant.</em><br><em>Truly seductive and addictive, truly aeroerotic.”</em></p>
<p>Ook beschikbaar als set met een <a title=""CODE concorde 2x12ml + houder"" href=""https://www.perfumelounge.nl/collections/all-collections/products/salle-privee-code-parfum-houder?variant=32848831348821"" target=""_blank"">prachtige design stalen houder</a>.</p>
<h2>Ingrediënten</h2>
<p>armagnac, jeneverbes, zwarte &amp; roze peper, leer, nootmuskaat, patchouli, cashmeran, saffraan, labdanum, gouden amber, benzoine (Siam), cederhout, vetiver, sandal hout</p>",Salle Privee,eau de parfum,"ingr:amber, ingr:benzoine, ingr:cederhout, ingr:labdanum, ingr:leer, ingr:musk, ingr:patchouli, ingr:peper, ingr:sandelhout, ingr:vetiver, Merk:Salle Privee, met sample, nieuw, Related:SallePrivee, Soort:eau de parfum",true,Inhoud,12 ml,,,,,SP10006,12.0,shopify,3,continue,manual,38.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlConcordebottle.jpg?v=1604593662,1,,false,Concorde travel size- Salle Privee - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlConcordebottle.jpg?v=1604593662,g,,19.00,active
salle-privee-concorde-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/SALLEPRIVEE_CODEholder_Concorde_LTP_12mlLR.jpg?v=1604593662,2,,,,,,,,,,,,,,,,,,,,,,
salle-privee-concorde-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlConcordebottle_box.jpg?v=1604593662,3,,,,,,,,,,,,,,,,,,,,,,
salle-privee-concorde-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/SALLEPRIVEE_12ml_CONCORDELR.jpg?v=1604593662,4,,,,,,,,,,,,,,,,,,,,,,
salle-privee-concorde-travelsize,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePrivee12mlConcordebox.jpg?v=1604593642,5,,,,,,,,,,,,,,,,,,,,,,
salle-privee-discovery-set-6x2-ml,Salle Privee discovery set 6x2 ml,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">De discovery set van Salle Privee bevat 6 x 2 ml sample sprays, in een prachtig ontworpen box.<br><br>Welke eau de parfums worden jouw nieuwe favorieten en gaan deel uit maken van je parfum garderobe? <br>Maak kennis met:<br></p>
<ul>
<li>Kham-Sin,</li>
<li>Le Temps Perdu,</li>
<li>Super 8,</li>
<li>Celluloid Heroes,</li>
<li>Monochrome,</li>
<li>Concorde.</li>
</ul>",Salle Privee,discovery set,"Merk:Salle Privee, Related:CODEsalleprivee, Related:discoveryset, related:salle-privee, Related:SallePrivee, Related:SampleSet, Soort:discovery set",true,Inhoud,6 x 2 ml,,,,,"",18.0,shopify,6,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/600x600samplesetSallePrivee6x2ml.jpg?v=1604149478,1,,false,Salle Privee discovery set 6x2 ml - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600samplesetSallePrivee6x2ml.jpg?v=1604149478,g,,,active
salle-privee-code-parfum-houder,CODE parfum houder + 2 travel sprays,"<p>Prachtig ontworpen metalen parfumhouder, voor de travel sprays van Salle Privée</p>
<p>Met dit hightech en begeerlijke ontwerp onderstreept het Nederlandse merk Salle Privee zijn titel als 'House of Design'.</p>
<p>Quote designer Patrick Munsters: ""CODE is a high tech milled bottle holder designed to protect the precious fragrance it encases. The precision and craftsmanship of the item, made in a Dutch studio, emphasize the logo's distinctive circle and square motif. It functions without a cap, only serving as a holder, which can also serve as a charming display in the bathroom or on your desk.""</p>
<p>Deze metalen parfumhouder is verkrijgbaar is 3 verschillende fraai verpakte sets: </p>
<ul>
<li>inclusief 1 x 12 ml Le Temps Perdu + 1 x 12 ml Concorde.</li>
<li>inclusief 2 x 12 ml Le Temps Perdu.</li>
<li>inclusief 2 x 12 ml Concorde.</li>
</ul>
<h2>Inhoud</h2>
<p>Metalen (aluminium) parfumhouder (Dutch design) verpakt met bijbehorende 12 ml travel sprays met de volgende eau de parfums</p>
<ul>
<ul>
<li>1 x Le Temps Perdu + 1 x Concorde</li>
<li>2 x Le Temps Perdu</li>
<li>2 x Concorde</li>
</ul>
</ul>",Salle Privee,accessoire,"ingr:amber, ingr:ambrettezaad, ingr:musk, Merk:Salle Privee, nieuw, Related:SallePrivee, Soort:accessoire, Soort:eau de parfum",true,Size,set incl 2 Concorde,,,,,25013106,50.0,shopify,3,deny,manual,98.00,,true,true,8719874953559,https://cdn.shopify.com/s/files/1/1323/9877/products/SALLEPRIVEE_CODEholder_Concorde_LTP_12mlLR_16a9279d-dc23-4fa4-89a0-b30f1a0e7090.jpg?v=1604578428,1,,false,CODE parfum houder + 2 travel sprays - Salle Privee @PerfumeLounge,"Prachtig hightech en hebberigmakend ontwerp van Nederlandse bodem: parfum houder met 2 travel sprays. Keuze uit Concorde, Le Temps Perdu of een combinatie. ",gezondheid en persoonlijke verzorging > persoonlijke verzorging > cosmetica > parfum,,,,,,,,,,,,,,g,,49.00,active
salle-privee-code-parfum-houder,,,,,,,,set incl 2 Le Temps Perdu,,,,,25013101,50.0,shopify,3,deny,manual,98.00,,true,true,8719874953511,https://cdn.shopify.com/s/files/1/1323/9877/products/SALLEPRIVEE_CODE_close_up_c896bbf1-e235-4706-9d10-3d243a989039.jpg?v=1604578428,2,,,,,,,,,,,,,,,,,,,g,,49.00,
salle-privee-code-parfum-houder,,,,,,,,set incl Temps Perdu+Concorde,,,,,25013100,50.0,shopify,3,deny,manual,98.00,,true,true,8719874953573,https://cdn.shopify.com/s/files/1/1323/9877/products/SALLEPRIVEE_CODE_CONCORDEx2_cut.jpg?v=1604578428,3,,,,,,,,,,,,,,,,,,,g,,49.00,
salle-privee-code-parfum-houder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600SallePriveeCODEholder_LTP.jpg?v=1604578428,4,,,,,,,,,,,,,,,,,,,,,,
