Handle,Title,Vendor,Type,Collection,Tag,Price,Image
teint-de-neige-eau-de-parfum,Teint de Neige - eau de parfum,Lorenzo Villoresi,eau de parfum,"aldehyde, white-collection, heliotroop, tonkaboon, phines-keuze-smeer-maar, op-en-top-vrouwelijk, teint-de-neige, lorenzo-villoresi, geurfamilie-poederig, parfums, soft-floral, eau-de-parfum, italy, all-collections, totaal-overzicht, villoresi-collection, flexify","bodycare-available, Familie:softfloral, ingr:aldehyde, ingr:heliotroop, ingr:jasmijn, ingr:musk, ingr:roos, ingr:tonka, longevity-middel, Merk:Lorenzo Villoresi, met sample, powdery, ProductBackground:background-softfloral-light, Related:softfloral, Related:teintdeneige, softfloral, Soort:eau de parfum",42.75,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600_TDN_edp_100ml_bottle.jpg?v=1578412518
lorenzo-villoresi-theseus-eau-de-toilette,Theseus,Lorenzo Villoresi,eau de toilette,"iris, jasmijn, vetiver, bergamot, peper, nootmuskaat, zakelijk-en-subtiel, lorenzo-villoresi-in-het-zonnetje, lorenzo-villoresi, parfums, geurfamilie-woody, eau-de-toilettes, italy, all-collections, totaal-overzicht, patchouli, villoresi-collection, flexify","Familie:woody, ingr:bergamot, ingr:iris, ingr:jasmijn, ingr:musk, ingr:patchouli, ingr:peper, ingr:tonka, ingr:vetiver, longevity-middel, Merk:Lorenzo Villoresi, met sample, ProductBackground:background-woody-light, Related:woody, Soort:eau de toilette, woody",34.20,https://cdn.shopify.com/s/files/1/1323/9877/products/theseus-eau-de-toilette-lorenzo-villoresi-perfume-lounge.jpg?v=1549726585
lorenzo-villoresi-uomo-eau-de-toilette,Uomo,Lorenzo Villoresi,eau de toilette,"voor-de-man, neroli-oranjebloesem, bergamot, peper, cederhout, retro-cult-klassiekers, vijf-keer-mannen-parfums, lorenzo-villoresi, parfums, geurfamilie-fris-citrus, ontdek-de-frisse-geurfamilies, eau-de-toilettes, italy, all-collections, totaal-overzicht, neroli-collection, villoresi-collection, flexify","citrus, Familie:citrus, generic_channable, ingr:bergamot, ingr:cederhout, ingr:oranjebloesem, ingr:peper, longevity-middel, Merk:Lorenzo Villoresi, met sample, ProductBackground:background-citrus-med, Related:citrus, Soort:eau de toilette",35.90,https://cdn.shopify.com/s/files/1/1323/9877/products/uomo-eau-de-toilette-lorenzo-villoresi-perfume-lounge.jpg?v=1549726594
lorenzo-villoresi-yerbamate-eau-de-toilette,Yerbamate,Lorenzo Villoresi,eau de toilette,"labdanum, thee-tea, lorenzo-villoresi-in-het-zonnetje, groen-collection, thee-collectie, lorenzo-villoresi, parfums, geurfamilie-groen, eau-de-toilettes, italy, all-collections, totaal-overzicht, patchouli, villoresi-collection, flexify","channable_generiek, Familie:green, green, ingr:labdanum, ingr:lavendel, ingr:patchouli, ingr:vetiver, longevity-middel, Merk:Lorenzo Villoresi, met sample, ProductBackground:background-green-med, Related:green, Soort:eau de toilette",35.90,https://cdn.shopify.com/s/files/1/1323/9877/products/yerbamate-eau-de-toilette-lorenzo-villoresi-perfume-lounge.jpg?v=1549726611
lorenzo-villoresi-ambra-eau-de-toilette,Ambra,Lorenzo Villoresi,eau de toilette,"geurfamilie-amber-sensueel, mirre, labdanum, peper, nootmuskaat, omhullende-verwarmende-parfums, mysterieus-donker, amber-collection, kardemom-collection, zonnig-warm-en-vol-amber-akkoord, ambernn, lorenzo-villoresi, parfums, eau-de-toilettes, italy, all-collections, totaal-overzicht, amber, villoresi-collection, flexify","amber, Familie:amber, ingr:amber, ingr:labdanum, ingr:musk, ingr:oud, ingr:peper, ingr:roos, ingr:sandelhout, longevity-middel, Merk:Lorenzo Villoresi, met sample, mf_3, ProductBackground:background-amber-med.png, Related:amber, Soort:eau de toilette",49.59,https://cdn.shopify.com/s/files/1/1323/9877/products/ambra-eau-de-toilette-lorenzo-villoresi-100-ml-perfume-lounge.jpg?v=1555511847
lorenzo-villoresi-incensi-eau-de-toilette,Incensi,Lorenzo Villoresi,eau de toilette,"mirre, wierook-frankincense, benzoine, kaneel, labdanum, peper, mimosa, phines-keuze-de-oogst-van-september, kaneel-collection, mirre-collection, lorenzo-villoresi, parfums, geurfamilie-aromatisch-kruidig, geurfamilie-orientaals-houtachtig, eau-de-toilettes, italy, all-collections, totaal-overzicht, villoresi-collection, flexify","aromatic, Familie:woodyoriental, ingr:benzoine, ingr:bergamot, ingr:labdanum, ingr:peper, ingr:roos, ingr:sandelhout, ingr:vetiver, longevity-middel, Merk:Lorenzo Villoresi, met sample, ProductBackground:background-woodyoriental-med, Related:woodyoriental, Soort:eau de toilette, woodyoriental",49.50,https://cdn.shopify.com/s/files/1/1323/9877/products/incensi-eau-de-toilette-lorenzo-villoresi-100-ml-perfume-lounge.jpg?v=1555511864
lorenzo-villoresi-tropicana-eau-de-toilette,Tropicana,Lorenzo Villoresi,eau de toilette,"osmanthus, kokos, mango, zomers-exotisch, feestelijk-vrolijk, phines-keuze-cocktail-party, chocolade-collection, lorenzo-villoresi, parfums, geurfamilie-fruitig, ontdek-de-frisse-geurfamilies, eau-de-toilettes, italy, all-collections, totaal-overzicht, geurfamilie-gourmand, villoresi-collection, flexify","Familie:fruity, Familie:gourmand, fruity, gourmand, ingr:jasmijn, ingr:kokos, ingr:magnolia, ingr:musk, ingr:osmanthus, ingr:roos, ingr:tuberose, ingr:vanille, longevity-middel, Merk:Lorenzo Villoresi, met sample, ProductBackground:background-fruity-light, ProductBackground:background-gourmand-light, Related:fruity, Related:gourmand, Soort:eau de toilette",49.50,https://cdn.shopify.com/s/files/1/1323/9877/products/tropicana-eau-de-toilette-lorenzo-villoresi-100-ml-perfume-lounge.jpg?v=1555511873
lorenzo-villoresi-vetiver-eau-de-toilette,Vetiver,Lorenzo Villoresi,eau de toilette,"vetiver, bergamot, petitgrain, cederhout, salie, nootmuskaat, retro-cult-klassiekers, vetiver-collection, vijf-keer-mannen-parfums, lorenzo-villoresi, parfums, geurfamilie-woody, eau-de-toilettes, italy, all-collections, totaal-overzicht, neroli-collection, patchouli, villoresi-collection, flexify","Familie:woody, ingr:bergamot, ingr:cederhout, ingr:lavendel, ingr:musk, ingr:oranjebloesem, ingr:patchouli, ingr:petitgrain, ingr:roos, ingr:sandelhout, ingr:tonka, ingr:vetiver, longevity-middel, Merk:Lorenzo Villoresi, met sample, ProductBackground:background-woody-light, Related:Vetiver, Related:woody, Soort:eau de toilette, woody",49.50,https://cdn.shopify.com/s/files/1/1323/9877/products/vetiver-eau-de-toilette-lorenzo-villoresi-100-ml-perfume-lounge.jpg?v=1555511882
lorenzo-villoresi-ylang-ylang-eau-de-toilette,Ylang Ylang,Lorenzo Villoresi,eau de toilette,"jasmijn, neroli-oranjebloesem, tonkaboon, lush-white-florals, geranium-collection, lorenzo-villoresi, parfums, eau-de-toilettes, italy, all-collections, totaal-overzicht, neroli-collection, villoresi-collection, flexify","ingr:geranium, ingr:jasmijn, ingr:oranjebloesem, ingr:roos, ingr:tonka, ingr:vanille, ingr:vetiver, longevity-middel, Merk:Lorenzo Villoresi, met sample, Soort:eau de toilette, whitefloral",49.50,https://cdn.shopify.com/s/files/1/1323/9877/products/ylang-ylang-eau-de-toilette-lorenzo-villoresi-100-ml-perfume-lounge.jpg?v=1555511891
lorenzo-villoresi-alamut-geurkaars,Alamut,Lorenzo Villoresi,geurkaars,"benzoine, cadeaus-voor-moeder, klein-maar-fijn, labdanum, narcis, phine-april-2020, zonnig-warm-en-vol-amber-akkoord, huisparfums-intiem-warm-en-geborgen, huisparfums-romantisch-en-sensueel, huisparfums-zoet, huisparfums-kruidig, geurkaarsen, huis-parfums, lorenzo-villoresi, italy, a-beautifully-scented-home-room-sprays-scented-candles, all-collections, totaal-overzicht, patchouli, amber, villoresi-collection, flexify","ingr:amber, ingr:benzoine, ingr:jasmijn, ingr:labdanum, ingr:leer, ingr:narcis, ingr:osmanthus, ingr:patchouli, ingr:roos, ingr:sandelhout, ingr:tuberose, Merk:Lorenzo Villoresi, mf_3, Related:geurkaars, Soort:geurkaars",24.80,https://cdn.shopify.com/s/files/1/1323/9877/products/alamut-geurkaars-lorenzo-villoresi-200-ml-perfume-lounge.jpg?v=1553608010
lorenzo-villoresi-alamut-wierook,Alamut,Lorenzo Villoresi,wierook,"sandelhout, wierook, wierook-frankincense, benzoine, klein-maar-fijn, labdanum, narcis, huisparfums-intiem-warm-en-geborgen, huisparfums-romantisch-en-sensueel, huisparfums-kruidig, geurende-accessoires, huis-parfums, lorenzo-villoresi, geurfamilie-orientaals, italy, all-collections, totaal-overzicht, patchouli, amber, villoresi-collection, flexify","Familie:oriental, ingr:amber, ingr:benzoine, ingr:jasmijn, ingr:labdanum, ingr:leer, ingr:narcis, ingr:osmanthus, ingr:patchouli, ingr:roos, ingr:sandelhout, ingr:tuberose, Merk:Lorenzo Villoresi, oriental, ProductBackground:background-oriental-light, Related:oriental, Related:wierook, Soort:wierook",9.45,https://cdn.shopify.com/s/files/1/1323/9877/products/alamut-wierook-lorenzo-villoresi-30-stuks-perfume-lounge.jpg?v=1553608019
lorenzo-villoresi-dilmun-bamboo-fragrance-sticks,Dilmun,Lorenzo Villoresi,geurstokjes,"neroli-oranjebloesem, grapefruit, petitgrain, cederhout, huisparfums-vrolijk-en-kleurrijk, huisparfums-verfrissend, huis-parfums, lorenzo-villoresi, italy, all-collections, totaal-overzicht, neroli-collection, villoresi-collection, flexify, geurstokjes","ingr:cederhout, ingr:oranjebloesem, ingr:petitgrain, ingr:vanille, Merk:Lorenzo Villoresi, Related:geurstokjes, Soort:geurstokjes",26.90,https://cdn.shopify.com/s/files/1/1323/9877/products/dilmun-geurstokjes-lorenzo-villoresi-250-ml-perfume-lounge.jpg?v=1556459186
lorenzo-villoresi-kamasurabhi-scented-wooden-beads,Kamasurabhi - scented beads,Lorenzo Villoresi,scented beads,"jasmijn, ylang-ylang, narcis, huisparfums-vrolijk-en-kleurrijk, huisparfums-romantisch-en-sensueel, huisparfums-woody, huisparfums-kruidig, geurende-accessoires, huis-parfums, lorenzo-villoresi, geurfamilie-orientaals-bloemig, italy, all-collections, totaal-overzicht, neroli-collection, patchouli, amber, villoresi-collection, flexify","Familie:floriental, floraloriental, ingr:amber, ingr:jasmijn, ingr:leer, ingr:musk, ingr:narcis, ingr:oranjebloesem, ingr:patchouli, ingr:roos, ingr:sandelhout, ingr:tuberose, Merk:Lorenzo Villoresi, ProductBackground:background-floriental-med.png, Related:floriental, Soort:scented beads",31.60,https://cdn.shopify.com/s/files/1/1323/9877/products/kamasurabhi-scented-beads-scented-beads-lorenzo-villoresi-200-gr-perfume-lounge.jpg?v=1549726823
lorenzo-villoresi-teint-de-neige-geurkaars,Teint de Neige - geurkaars,Lorenzo Villoresi,geurkaars,"aldehyde, cadeaus-voor-moeder, klein-maar-fijn, white-collection, heliotroop, phine-april-2020, huisparfums-intiem-warm-en-geborgen, huisparfums-poederig, huisparfums-bloemen, geurkaarsen, teint-de-neige, huis-parfums, lorenzo-villoresi, geurfamilie-poederig, soft-floral, italy, a-beautifully-scented-home-room-sprays-scented-candles, totaal-overzicht, villoresi-collection, flexify","Familie:softfloral, ingr:aldehyde, ingr:heliotroop, ingr:jasmijn, ingr:musk, ingr:roos, ingr:tonka, Merk:Lorenzo Villoresi, mf_5, powdery, ProductBackground:background-softfloral-light, Related:geurkaars, Related:softfloral, Related:teintdeneige, softfloral, Soort:geurkaars",24.70,https://cdn.shopify.com/s/files/1/1323/9877/products/teint-de-neige-geurkaars-geurkaars-lorenzo-villoresi-200-ml-perfume-lounge.jpg?v=1549726833
lorenzo-villoresi-teint-de-neige-room-spray,Teint de Neige - roomspray,Lorenzo Villoresi,room spray,"aldehyde, klein-maar-fijn, huisparfums-intiem-warm-en-geborgen, huisparfums-poederig, huisparfums-bloemen, teint-de-neige, huis-parfums, lorenzo-villoresi, geurfamilie-poederig, soft-floral, room-sprays, italy, a-beautifully-scented-home-room-sprays-scented-candles, all-collections, totaal-overzicht, villoresi-collection, flexify, roomsprays","Familie:softfloral, ingr:aldehyde, ingr:heliotroop, ingr:jasmijn, ingr:musk, ingr:roos, ingr:tonka, Merk:Lorenzo Villoresi, powdery, ProductBackground:background-softfloral-light, Related:roomspray, Related:softfloral, Related:teintdeneige, softfloral, Soort:room spray",18.80,https://cdn.shopify.com/s/files/1/1323/9877/products/teint-de-neige-roomspray-room-spray-lorenzo-villoresi-100-ml-perfume-lounge.jpg?v=1561540876
lorenzo-villoresi-teint-de-neige-bamboo-fragrance-sticks,Teint de Neige - geurstokjes,Lorenzo Villoresi,geurstokjes,"aldehyde, klein-maar-fijn, huisparfums-poederig, huisparfums-bloemen, teint-de-neige, huis-parfums, lorenzo-villoresi, geurfamilie-poederig, soft-floral, italy, totaal-overzicht, villoresi-collection, flexify, geurstokjes","Familie:softfloral, ingr:aldehyde, ingr:heliotroop, ingr:jasmijn, ingr:musk, ingr:roos, ingr:tonka, Merk:Lorenzo Villoresi, mf_5, powdery, ProductBackground:background-softfloral-light, Related:geurstokjes, Related:softfloral, Related:teintdeneige, softfloral, Soort:geurstokjes",26.90,https://cdn.shopify.com/s/files/1/1323/9877/products/teint-de-neige-geurstokjes-geurstokjes-lorenzo-villoresi-250-ml-perfume-lounge.jpg?v=1557496024
lorenzo-villoresi-teint-de-neige-scented-stones,Teint de Neige - scented stones,Lorenzo Villoresi,scented stones,"aldehyde, white-collection, huisparfums-chique-en-stijlvol, huisparfums-kalmerend, huisparfums-poederig, geurende-accessoires, teint-de-neige, huis-parfums, lorenzo-villoresi, geurfamilie-poederig, soft-floral, italy, all-collections, totaal-overzicht, villoresi-collection, flexify","Familie:softfloral, ingr:aldehyde, ingr:heliotroop, ingr:jasmijn, ingr:musk, ingr:roos, ingr:tonka, Merk:Lorenzo Villoresi, mf_5, powdery, ProductBackground:background-softfloral-light, Related:softfloral, Related:teintdeneige, softfloral, Soort:scented stones",26.50,https://cdn.shopify.com/s/files/1/1323/9877/products/teint-de-neige-scented-stones-scented-stones-lorenzo-villoresi-750g-perfume-lounge.jpg?v=1549726861
lorenzo-villoresi-benzoin-wierook,Incensi in grani - benzoin,Lorenzo Villoresi,wierook,"wierook, benzoine, klein-maar-fijn, benzoine-collection, huisparfums-intiem-warm-en-geborgen, huisparfums-romantisch-en-sensueel, huisparfums-kruidig, geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, all-collections, totaal-overzicht, villoresi-collection, flexify","ingr:benzoine, Merk:Lorenzo Villoresi, Related:wierook, Soort:wierook",15.39,https://cdn.shopify.com/s/files/1/1323/9877/products/incensi-in-grani-benzoin-wierook-lorenzo-villoresi-50-gram-perfume-lounge.jpg?v=1549726865
lorenzo-villoresi-frankincense-wierook,Incensi in grani - frankincense,Lorenzo Villoresi,wierook,"wierook, wierook-frankincense, benzoine, klein-maar-fijn, huisparfums-intiem-warm-en-geborgen, huisparfums-kruidig, geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, all-collections, totaal-overzicht, amber, villoresi-collection, flexify","ingr:amber, ingr:benzoine, Merk:Lorenzo Villoresi, Related:wierook, Soort:wierook",11.97,https://cdn.shopify.com/s/files/1/1323/9877/products/incensi-in-grani-frankincense-wierook-lorenzo-villoresi-50-gram-perfume-lounge.jpg?v=1549726870
lorenzo-villoresi-myrrh-wierook,Incensi in grani - mirre,Lorenzo Villoresi,wierook,"wierook, mirre, benzoine, klein-maar-fijn, mirre-collection, huisparfums-intiem-warm-en-geborgen, huisparfums-romantisch-en-sensueel, huisparfums-kruidig, geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, all-collections, totaal-overzicht, villoresi-collection, flexify","ingr:benzoine, Merk:Lorenzo Villoresi, Related:wierook, Soort:wierook",10.26,https://cdn.shopify.com/s/files/1/1323/9877/products/incensi-in-grani-mirre-wierook-lorenzo-villoresi-50-gram-perfume-lounge.jpg?v=1549726875
lorenzo-villoresi-spring-blossoms-bamboo-fragrance-sticks,Spring Blossoms,Lorenzo Villoresi,geurstokjes,"lente, magnolia, mimosa, vickys-favoriete-thuisblijf-parfums, huisparfums-schoon-fris-en-verzorgd, huisparfums-chique-en-stijlvol, huisparfums-kalmerend, huisparfums-bloemen, huisparfums-verfrissend, huis-parfums, lorenzo-villoresi, geurfamilie-bloemig, italy, all-collections, totaal-overzicht, villoresi-collection, flexify, geurstokjes","Familie:floral, floral, ingr:jasmijn, ingr:magnolia, Merk:Lorenzo Villoresi, ProductBackground:background-floral-med, Related:floral, Related:geurstokjes, Soort:geurstokjes",26.90,https://cdn.shopify.com/s/files/1/1323/9877/products/spring-blossoms-geurstokjes-lorenzo-villoresi-250-ml-perfume-lounge.jpg?v=1556459210
lorenzo-villoresi-eucalyptus-geurolie,Eucalyptus,Lorenzo Villoresi,geurolie,", geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, totaal-overzicht, villoresi-collection, flexify","ARCHIVED, ingr:cederhout, Merk:Lorenzo Villoresi, Soort:geurolie",10.00,https://cdn.shopify.com/s/files/1/1323/9877/products/eucalyptus-geurolie-lorenzo-villoresi-15-ml-perfume-lounge.jpg?v=1556459226
lorenzo-villoresi-ivy-geurolie,Ivy,Lorenzo Villoresi,geurolie,", geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, totaal-overzicht, villoresi-collection, flexify","ARCHIVED, ingr:cederhout, Merk:Lorenzo Villoresi, Soort:geurolie",10.00,https://cdn.shopify.com/s/files/1/1323/9877/products/ivy-geurolie-lorenzo-villoresi-15-ml-perfume-lounge.jpg?v=1556459235
lorenzo-villoresi-jonquil-geurolie,Jonquil,Lorenzo Villoresi,geurolie,"huisparfums-intiem-warm-en-geborgen, geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, totaal-overzicht, villoresi-collection, flexify","ARCHIVED, ingr:cederhout, ingr:narcis, Merk:Lorenzo Villoresi, Soort:geurolie",10.00,https://cdn.shopify.com/s/files/1/1323/9877/products/jonquil-geurolie-lorenzo-villoresi-15-ml-perfume-lounge.jpg?v=1556459244
lorenzo-villoresi-linden-geurolie,Linden,Lorenzo Villoresi,geurolie,", geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, totaal-overzicht, villoresi-collection, flexify","ARCHIVED, ingr:cederhout, Merk:Lorenzo Villoresi, Soort:geurolie",10.00,https://cdn.shopify.com/s/files/1/1323/9877/products/linden-geurolie-lorenzo-villoresi-15-ml-perfume-lounge.jpg?v=1556459253
lorenzo-villoresi-narcissus-geurolie,Narcissus,Lorenzo Villoresi,geurolie,"narcis, cederhout, huisparfums-intiem-warm-en-geborgen, geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, totaal-overzicht, villoresi-collection, flexify","ARCHIVED, ingr:cederhout, Merk:Lorenzo Villoresi, Soort:geurolie",10.00,https://cdn.shopify.com/s/files/1/1323/9877/products/narcissus-geurolie-lorenzo-villoresi-15-ml-perfume-lounge.jpg?v=1556459261
lorenzo-villoresi-piper-nigrum-geurolie,Piper Nigrum,Lorenzo Villoresi,geurolie,"mirre, peper, cederhout, huisparfums-romantisch-en-sensueel, huisparfums-kalmerend, geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, totaal-overzicht, villoresi-collection, flexify","ARCHIVED, ingr:cederhout, Merk:Lorenzo Villoresi, Soort:geurolie",10.00,https://cdn.shopify.com/s/files/1/1323/9877/products/piper-nigrum-geurolie-lorenzo-villoresi-15-ml-perfume-lounge.jpg?v=1556459270
lorenzo-villoresi-sweet-pea-geurolie,Sweet Pea,Lorenzo Villoresi,geurolie,", geurende-accessoires, huis-parfums, lorenzo-villoresi, italy, totaal-overzicht, villoresi-collection, flexify","ARCHIVED, ingr:cederhout, Merk:Lorenzo Villoresi, Soort:geurolie",10.00,https://cdn.shopify.com/s/files/1/1323/9877/products/sweet-pea-geurolie-lorenzo-villoresi-15-ml-perfume-lounge.jpg?v=1556459278
a-la-rose,A la rose,Maison Francis Kurkdjian,eau de parfum,"roos, bergamot, musk, geuren-om-mee-te-layeren, romantisch-lieflijk, phines-keuze-smeer-maar, roos-collection, layering-collectie, op-en-top-vrouwelijk, maison-francis-kurkdjian, parfums, geurfamilie-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, francis-kurkdjian-collection, flexify","bodycare-available, Familie:floral, floral, generic_channable, ingr:bergamot, ingr:cederhout, ingr:magnolia, ingr:musk, ingr:roos, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, ProductBackground:background-floral-med, Related:alarose, Related:floral, Related:roossolo, Soort:eau de parfum",70.00,https://cdn.shopify.com/s/files/1/1323/9877/products/a-la-rose-eau-de-parfum-maison-francis-kurkdjian-70-ml-perfume-lounge.jpg?v=1555511917
amyris-femme,Amyris femme,Maison Francis Kurkdjian,eau de parfum,"iris, op-en-top-vrouwelijk, maison-francis-kurkdjian, parfums, geurfamilie-bloemig, eau-de-parfum, france, totaal-overzicht, amber, francis-kurkdjian-collection, flexify, bestsellers-mid","bestsellers mid, bodyare-available, Familie:floral, floral, ingr:amber, ingr:iris, ingr:vetiver, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, mf_5, ProductBackground:background-floral-med, Related:amyrisfemme, Related:floral, Soort:eau de parfum",70.00,https://cdn.shopify.com/s/files/1/1323/9877/products/amyris-femme-eau-de-parfum-maison-francis-kurkdjian-70-ml-perfume-lounge.jpg?v=1555511926
amyris-homme,Amyris homme,Maison Francis Kurkdjian,eau de toilette,"iris, voor-de-man, tonkaboon, phines-keuze-oktober-2018, easy-going-comfortabel, maison-francis-kurkdjian, parfums, geurfamilie-woody, eau-de-toilettes, france, totaal-overzicht, francis-kurkdjian-collection, flexify, bestsellers-mid","bestsellers mid, Familie:woody, ingr:iris, ingr:tonka, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, mf_1, ProductBackground:background-woody-light, Related:amyrishomme, Related:woody, Soort:eau de toilette, woody",65.00,https://cdn.shopify.com/s/files/1/1323/9877/products/amyris-homme-eau-de-toilette-maison-francis-kurkdjian-70-ml-perfume-lounge.jpg?v=1555511934
maison-francis-kurkdjian-aqua-universalis-eau-de-toilette,Aqua Universalis,Maison Francis Kurkdjian,eau de toilette,"aldehyde, bergamot, lelietje-van-dalen, musk, verzorgd-schoon, lelietje-van-dalen-collection, layering-live-stream-mei-2020, maison-francis-kurkdjian, geurfamilie-poederig, parfums, geurfamilie-fris-citrus, geurfamilie-bloemig, ontdek-de-frisse-geurfamilies, eau-de-toilettes, france, all-collections, totaal-overzicht, francis-kurkdjian-collection, flexify, bestsellers-mid","bestsellers mid, bodycare-available, citrus, Familie:citrus, Familie:floral, floral, ingr:bergamot, ingr:jasmijn, ingr:musk, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, powdery, ProductBackground:background-citrus-med, ProductBackground:background-floral-med, Related:aquauniversalis, Related:citrus, Related:floral, Soort:eau de toilette",60.00,https://cdn.shopify.com/s/files/1/1323/9877/products/aqua-universalis-eau-de-toilette-maison-francis-kurkdjian-perfume-lounge.jpg?v=1549727044
aqua-universalis-forte,Aqua Universalis Forte,Maison Francis Kurkdjian,eau de parfum,"jasmijn, bergamot, lelietje-van-dalen, musk, jasmijn-collection, maison-francis-kurkdjian, parfums, geurfamilie-fris-citrus, ontdek-de-frisse-geurfamilies, eau-de-parfum, france, all-collections, totaal-overzicht, francis-kurkdjian-collection, flexify","citrus, Familie:citrus, Familie:musk, ingr:bergamot, ingr:jasmijn, ingr:musk, ingr:roos, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, mf_3, musk, ProductBackground:background-citrus-med, Related:aquauniversalis, Related:citrus, Related:musk, Soort:eau de parfum, whitefloral",87.50,https://cdn.shopify.com/s/files/1/1323/9877/products/aqua-universalis-forte-eau-de-parfum-maison-francis-kurkdjian-70-ml-perfume-lounge.jpg?v=1555511970
maison-francis-kurkdjian-aqua-vitae-eau-de-toilette,Aqua Vitae,Maison Francis Kurkdjian,eau de toilette,"verzorgd-schoon, guaiac, verfrissend-optimistisch, maison-francis-kurkdjian, parfums, geurfamilie-fris-citrus, geurfamilie-fris-aquatisch, ontdek-de-frisse-geurfamilies, eau-de-toilettes, france, all-collections, totaal-overzicht, francis-kurkdjian-collection, flexify","aquatic, bodycare-available, citrus, Familie:aquatic, Familie:citrus, ingr:tonka, ingr:vanille, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, mf_3, ProductBackground:background-aquatic-med, ProductBackground:background-citrus-med, Related:aquatic, Related:aquavitae, Related:citrus, Soort:eau de toilette",65.00,https://cdn.shopify.com/s/files/1/1323/9877/products/aqua-vitae-eau-de-toilette-maison-francis-kurkdjian-perfume-lounge.jpg?v=1549727079
aqua-vitae-forte,Aqua Vitae forte,Maison Francis Kurkdjian,eau de parfum,"neroli-oranjebloesem, bergamot, ylang-ylang, verzorgd-schoon, verfrissend-optimistisch, easy-going-comfortabel, maison-francis-kurkdjian, parfums, geurfamilie-woody, geurfamilie-fris-citrus, geurfamilie-fris-aquatisch, ontdek-de-frisse-geurfamilies, eau-de-parfum, france, all-collections, totaal-overzicht, neroli-collection, francis-kurkdjian-collection, flexify","aquatic, bodycare-available, citrus, Familie:aquatic, Familie:citrus, Familie:woody, ingr:bergamot, ingr:oranjebloesem, ingr:peper, ingr:sandelhout, ingr:vetiver, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, mf_3, ProductBackground:background-aquatic-med, ProductBackground:background-citrus-med, ProductBackground:background-woody-light, Related:aquatic, Related:aquavitae, Related:citrus, Related:woody, Soort:eau de parfum, woody",87.50,https://cdn.shopify.com/s/files/1/1323/9877/products/aqua-vitae-forte-eau-de-parfum-maison-francis-kurkdjian-70-ml-perfume-lounge.jpg?v=1555511979
maison-francis-kurkdjian-baccarat-rouge-540,Baccarat Rouge 540 - eau de parfum,Maison Francis Kurkdjian,eau de parfum,"benzoine, parfums-voor-feestdagen, headturning-big-bold, bestsellers, zonnig-warm-en-vol-amber-akkoord, op-en-top-vrouwelijk, de-top-20-van-2020, maison-francis-kurkdjian, parfums, geurfamilie-orientaals, eau-de-parfum, france, all-collections, totaal-overzicht, geurfamilie-gourmand, amber, francis-kurkdjian-collection, baccarat-rouge-540-collectie, flexify, bestsellers-jong, bestsellers-mid, bestsellers-x","bestsellers jong, bestsellers mid, bestsellers X, bodycare-available, Familie:gourmand, Familie:oriental, gourmand, ingr:amber, ingr:cederhout, ingr:jasmijn, ingr:limoen, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, oriental, ProductBackground:background-gourmand-light, ProductBackground:background-oriental-light, Related:baccarat, Related:gourmand, Related:oriental, Soort:eau de parfum",97.50,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600_Baccarat_Rouge_540_bottle.jpg?v=1576069792
maison-francis-kurkdjian-grand-soir-eau-de-parfum,Grand Soir,Maison Francis Kurkdjian,eau de parfum,"benzoine, labdanum, tonkaboon, amber-collection, bestsellers, zonnig-warm-en-vol-amber-akkoord, layering-live-stream-mei-2020, de-top-20-van-2020, maison-francis-kurkdjian, parfums, geurfamilie-orientaals, eau-de-parfum, france, all-collections, totaal-overzicht, amber, francis-kurkdjian-collection, flexify, bestsellers-x","bestsellers X, Familie:oriental, generic_channable, ingr:amber, ingr:benzoine, ingr:labdanum, ingr:tonka, ingr:vanille, longevity-middel, Merk:Maison Francis Kurkdjian, met sample, mf_4, oriental, ProductBackground:background-oriental-light, Related:oriental, Soort:eau de parfum",70.00,https://cdn.shopify.com/s/files/1/1323/9877/products/grand-soir-eau-de-parfum-maison-francis-kurkdjian-70-ml-perfume-lounge.jpg?v=1555511996
