Handle,Title,Vendor,Type,Collection,Tag,Price,Image
parfum-d-empire-eau-suave-eau-de-parfum,Eau Suave,Parfum d Empire,eau de parfum,"marc-antoine-corticchiato-collection, musk, peper, framboos, elegant-feminine-dandy, iconische-chypres, framboos-collection, parfum-d-empire, parfums, geurfamilie-chypre, geurfamilie-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, flexify","chypre, Familie:chypre, Familie:floral, floral, ingr:musk, ingr:patchouli, ingr:peper, ingr:roos, ingr:vanille, longevity-middel, Merk:Parfum d Empire, met sample, ProductBackground:background-chypre-med, ProductBackground:background-floral-med, Related:chypre, Related:floral, Soort:eau de parfum",47.89,https://cdn.shopify.com/s/files/1/1323/9877/products/Parfum-d-Empire-eau-suave-50-ml-perfume-lounge_600x600_62431447-83a2-4e02-a6e5-018291b86163.jpg?v=1576943377
parfum-d-empire-equistrius,Equistrius,Parfum d Empire,eau de parfum,"iris, marc-antoine-corticchiato-collection, ambrette-zaad, chocolade, viooltjes, zakelijk-en-subtiel, elegant-feminine-dandy, phines-keuze-oktober-2018, ambrettezaad-collection, iris-collection, parfum-d-empire, parfums, geurfamilie-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, amber, flexify","Familie:floral, floral, ingr:amber, ingr:ambrettezaad, ingr:chocolade, ingr:iris, ingr:sandelhout, ingr:vetiver, longevity-middel, Merk:Parfum d Empire, met sample, ProductBackground:background-floral-med, Related:floral, Soort:eau de parfum",56.41,https://cdn.shopify.com/s/files/1/1323/9877/products/equistrius-eau-de-parfum-parfum-d-empire-100-ml-perfume-lounge.png?v=1555510308
parfum-d-empire-fougere-bengale-eau-de-parfum,Fougere Bengale,Parfum d Empire,eau de parfum,"geurfamilie-rokerig-droog, voor-de-man, marc-antoine-corticchiato-collection, geranium, lavendel, tabak, tonkaboon, iconische-parfums, parfum-d-empire, parfums, geurfamilie-fougere, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, flexify","Familie:fougere, fougere, ingr:geranium, ingr:lavendel, ingr:patchouli, ingr:tabak, ingr:tonka, ingr:vanille, longevity-middel, Merk:Parfum d Empire, met sample, ProductBackground:background-fougere-light, Related:fougere, Soort:eau de parfum",65.73,https://cdn.shopify.com/s/files/1/1323/9877/products/fougere-bengale-eau-de-parfum-parfum-d-empire-100-ml-perfume-lounge.png?v=1555510319
parfum-d-empire-iskander-eau-de-parfum,Iskander,Parfum d Empire,eau de parfum,"marc-antoine-corticchiato-collection, ontdek-de-musk-geurfamilie, verfrissend-optimistisch, parfum-d-empire, parfums, geurfamilie-fris-citrus, ontdek-de-frisse-geurfamilies, eau-de-parfum, france, all-collections, totaal-overzicht, neroli-collection, amber, flexify","citrus, Familie:citrus, ingr:amber, ingr:musk, ingr:oranjebloesem, longevity-middel, Merk:Parfum d Empire, met sample, ProductBackground:background-citrus-med, Related:citrus, Soort:eau de parfum",42.25,https://cdn.shopify.com/s/files/1/1323/9877/products/PE-iskander-Square-Plongee-Print.jpg?v=1601841928
parfum-d-empire-musc-tonkin-extrait,Musc Tonkin extrait,Parfum d Empire,extrait de parfum,"geurfamilie-amber-sensueel, marc-antoine-corticchiato-collection, musk, zoutig, ontdek-de-musk-geurfamilie, verleidelijk-en-sensueel, mysterieus-donker, skanky-lekker-viezig, ambernn, parfum-d-empire, parfums, parfums-extrait-de-parfums, france, all-collections, totaal-overzicht, amber, flexify","amber, Familie:amber, Familie:musk, ingr:amber, ingr:leer, ingr:musk, ingr:oud, longevity-lang, Merk:Parfum d Empire, met sample, musk, ProductBackground:background-amber-med.png, Related:amber, Related:musk, Soort:extrait de parfum",75.65,https://cdn.shopify.com/s/files/1/1323/9877/products/Parfum-d-Empire-musc-tonkin-50-ml-perfume-lounge_600x600_a578ff96-25ba-4367-8f3d-6b5288150fe1.jpg?v=1576943534
parfum-d-empire-osmanthus-interdite-eau-de-parfum,Osmanthus Interdite,Parfum d Empire,eau de parfum,"osmanthus, marc-antoine-corticchiato-collection, osmanthus-collection, parfum-d-empire, parfums, geurfamilie-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, flexify","Familie:floral, floral, ingr:jasmijn, ingr:musk, ingr:osmanthus, ingr:roos, longevity-middel, Merk:Parfum d Empire, met sample, ProductBackground:background-floral-med, Related:floral, Soort:eau de parfum",56.41,https://cdn.shopify.com/s/files/1/1323/9877/products/osmanthus-interdite-eau-de-parfum-parfum-d-empire-100-ml-perfume-lounge.png?v=1555510355
parfum-d-empire-tabac-tabou-extrait-de-parfum,Tabac Tabou 2016,Parfum d Empire,extrait de parfum,"geurfamilie-rokerig-droog, voor-de-man, marc-antoine-corticchiato-collection, top-10-avant-garde-parfums, narcis, tabak, drop, everlasting, skanky-lekker-viezig, tabak-collection, parfum-d-empire, parfums, geurfamilie-orientaals, parfums-extrait-de-parfums, france, totaal-overzicht, flexify","Familie:oriental, ingr:leer, ingr:narcis, ingr:tabak, ingr:vanille, longevity-lang, Merk:Parfum d Empire, met sample, oriental, ProductBackground:background-oriental-light, Related:oriental, Related:Tabak, Soort:extrait de parfum",74.65,https://cdn.shopify.com/s/files/1/1323/9877/products/Parfum-d-Empire-tabac-tabou-50-ml-perfume-lounge_600x600_076304f9-a2e9-4731-b0f3-06535cdaf711.jpg?v=1576943717
parfum-d-empire-wazamba-eau-de-parfum,Wazamba,Parfum d Empire,eau de parfum,"geurfamilie-amber-sensueel, marc-antoine-corticchiato-collection, mirre, mirre-collection, layering-live-stream-mei-2020, ambernn, parfum-d-empire, parfums, eau-de-parfum, france, all-collections, totaal-overzicht, amber, flexify","amber, Familie:amber, generic_channable, ingr:sandelhout, ingr:yuzu, longevity-middel, Merk:Parfum d Empire, met sample, ProductBackground:background-amber-med.png, Related:amber, Soort:eau de parfum",50.70,https://cdn.shopify.com/s/files/1/1323/9877/products/Parfum-d-Empire-wazamba-50-ml-perfume-lounge_600x600_5a96cacc-2086-41f8-a0e6-2109206ea60e.jpg?v=1576943791
parfum-d-empire-yuzu-fou-eau-de-parfum,Yuzu Fou,Parfum d Empire,eau de parfum,"marc-antoine-corticchiato-collection, cederhout, yuzu, zomers-exotisch, verfrissend-optimistisch, phines-keuze-verrassend-verfrissend, layering-live-stream-mei-2020, parfum-d-empire, parfums, geurfamilie-fris-citrus, ontdek-de-frisse-geurfamilies, eau-de-parfum, france, all-collections, totaal-overzicht, neroli-collection, flexify","citrus, Familie:citrus, ingr:cederhout, ingr:musk, ingr:oranjebloesem, ingr:yuzu, longevity-middel, Merk:Parfum d Empire, met sample, ProductBackground:background-citrus-med, Related:citrus, Soort:eau de parfum",42.25,https://cdn.shopify.com/s/files/1/1323/9877/products/Parfum-d-Empire-yuzu-fou-50-ml-perfume-lounge_600x600_f9ae7b9d-b781-4f21-b767-6706d84d338a.jpg?v=1576943943
parfumerie-generale-aomassai,10 Aomassai,Pierre Guillaume Paris,eau de parfum,"cashmeran, karamel, drop, feestelijk-vrolijk, karamel-collection, pierre-guillaume-paris, parfums, eau-de-parfum, france, all-collections, totaal-overzicht, geurfamilie-gourmand, flexify, pierre-guillaume-collection","caramel, cashmeran, Familie:gourmand, gourmand, ingr:peper, ingr:roos, ingr:vetiver, longevity-middel, Merk:Pierre Guillaume Paris, met sample, nuts, Pierre Guillaume, pink pepper, ProductBackground:background-gourmand-light, Related:gourmand, Related:PG, resins, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/aomassai-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731274
parfumerie-generale-bouquet-massai,10.1 Bouquet Massai,Pierre Guillaume Paris,eau de parfum,"magnolia, musk, cashmeran, gardenia, koffie, sandelhout-collection, cashmeran-collection, gardenia-collection, koffie-collection, pierre-guillaume-paris, parfums, geurfamilie-orientaals-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","cashmeran, coffee, Familie:floriental, floraloriental, ingr:gardenia, ingr:jasmijn, ingr:magnolia, ingr:musk, ingr:roos, ingr:sandelhout, longevity-middel, magnolia, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-floriental-med.png, Related:floriental, Related:PG, resins, sandalwood, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/bouquet-massai-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731293
parfumerie-generale-bois-naufrage,16.1 Bois Naufrage,Pierre Guillaume Paris,eau de parfum,"zonnige-geuren, iris, musk, vijg-fig, zomers-exotisch, phines-keuze-smeer-maar, vijg-collection, ambergris-in-parfums, phines-keuze-mei-2020, pierre-guillaume-paris, parfums, geurfamilie-woody, eau-de-parfum, france, all-collections, totaal-overzicht, neroli-collection, amber, flexify, pierre-guillaume-collection","Familie:woody, fig, ingr:amber, ingr:iris, ingr:musk, ingr:oranjebloesem, ingr:vijg, iris, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-woody-light, Related:neroliPG, Related:PG, Related:woody, salty, Soort:eau de parfum, woody",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/bois-naufrage-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731326
parfumerie-generale-brulure-de-rose,13 Brulure de Rose,Pierre Guillaume Paris,eau de parfum,"roos, framboos, amber-collection, framboos-collection, roos-collection, ambernn, pierre-guillaume-paris, parfums, geurfamilie-orientaals-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, amber, flexify, pierre-guillaume-collection","amber, Familie:amber, Familie:floriental, floraloriental, ingr:amber, ingr:roos, ingr:sandelhout, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-amber-med.png, ProductBackground:background-floriental-med.png, raspberry, Related:amber, Related:floriental, Related:PG, rose, sandalwood, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/brulure-de-rose-eau-de-parfum-pierre-guillaume-paris-perfume-lounge.jpg?v=1554731345
parfumerie-generale-cadjmere,18 Cadjmere,Pierre Guillaume Paris,eau de toilette,"vanille, sandelhout, ambrette-zaad, herfstgeuren, musk, cashmeran, kokos, omhullende-verwarmende-parfums, easy-going-comfortabel, ambrettezaad-collection, cashmeran-collection, synthetische-ambergris, zonnig-warm-en-vol-amber-akkoord, ambernn, pierre-guillaume-paris, parfums, geurfamilie-orientaals-houtachtig, eau-de-toilettes, france, all-collections, totaal-overzicht, amber, flexify, bestsellers-x, pierre-guillaume-collection","amber, ambrette seed, bestsellers X, cashmeran, Familie:amber, Familie:woodyoriental, ingr:amber, ingr:ambrettezaad, ingr:kokos, ingr:musk, ingr:roos, ingr:sandelhout, ingr:vanille, ingr:vijg, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-amber-med.png, ProductBackground:background-woodyoriental-med, Related:amber, Related:PG, Related:woodyoriental, sandalwood, Soort:eau de toilette, vanilla, woodyoriental",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/cadjmere-eau-de-parfum-pierre-guillaume-paris-perfume-lounge.jpg?v=1554731367
parfumerie-generale-cologne-grand-siecle-eau-de-toilette,07 Cologne Grand Siecle,Pierre Guillaume Paris,eau de toilette,"wat-te-dragen-bij-een-diner, verfrissend-optimistisch, puur-natuur, bergamot-collection, vijf-keer-mannen-parfums, pierre-guillaume-paris, parfums, geurfamilie-fris-citrus, ontdek-de-frisse-geurfamilies, eau-de-toilettes, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","citrus, Familie:citrus, ingr:vetiver, longevity-middel, Merk:Pierre Guillaume Paris, met sample, orange, Pierre Guillaume, ProductBackground:background-citrus-med, Related:citrus, Related:PG, resins, Soort:eau de toilette, vetiver, ylang",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/cologne-grand-siecle-eau-de-toilette-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731386
parfumerie-generale-coze-eau-de-parfum,02 Coze,Pierre Guillaume Paris,eau de parfum,"peper, koffie, chocolade, cederhout, nootmuskaat, tabak-collection, koffie-collection, vijf-keer-mannen-parfums, pierre-guillaume-paris, parfums, eau-de-parfum, france, all-collections, totaal-overzicht, geurfamilie-gourmand, patchouli, flexify, pierre-guillaume-collection","black pepper, chocolate, coffee, Familie:gourmand, gourmand, ingr:cederhout, ingr:musk, ingr:patchouli, ingr:peper, ingr:tabak, ingr:vanille, longevity-middel, Merk:Pierre Guillaume Paris, met sample, patchouli, Pierre Guillaume, ProductBackground:background-gourmand-light, Related:gourmand, Related:PG, Related:Tabak, Soort:eau de parfum, tobacco, vanilla",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/coze-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731413
parfumerie-generale-coze-verde-eau-de-parfum,2.1 Coze Verde,Pierre Guillaume Paris,eau de parfum,"vijg-fig, chocolade, limoen, tabak, groen-collection, pierre-guillaume-paris, parfums, geurfamilie-woody, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, flexify, pierre-guillaume-collection","chocolate, Familie:green, Familie:woody, fig, ingr:chocolade, ingr:leer, ingr:limoen, ingr:patchouli, ingr:tabak, ingr:vijg, lime, longevity-middel, Merk:Pierre Guillaume Paris, met sample, patchouli, Pierre Guillaume, ProductBackground:background-green-med, ProductBackground:background-woody-light, Related:PG, Related:woody, Soort:eau de parfum, woody",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/coze-verde-eau-de-parfum-pierre-guillaume-paris-100ml-perfume-lounge.jpg?v=1554731432
parfumerie-generale-cuir-venenum-eau-de-parfum,03 Cuir Venenum,Pierre Guillaume Paris,eau de parfum,"neroli-oranjebloesem, mirre, musk, cederhout, leer, verleidelijk-en-sensueel, leer-collection, pierre-guillaume-paris, parfums, geurfamilie-leer, eau-de-parfum, france, all-collections, totaal-overzicht, geurfamilie-gourmand, neroli-collection, flexify, pierre-guillaume-collection","cedarwood, Familie:gourmand, Familie:leather, Familie:musk, gourmand, honey, ingr:cederhout, ingr:leer, ingr:musk, ingr:oranjebloesem, leather, longevity-middel, Merk:Pierre Guillaume Paris, met sample, mood:sexy, musk, neroli, Pierre Guillaume, ProductBackground:background-gourmand-light, ProductBackground:background-leer-med, Related:gourmand, Related:leather, Related:neroliPG, Related:PG, resins, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/cuir-venenum-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731456
parfumerie-generale-drama-nuui,23 Drama Nuui,Pierre Guillaume Paris,eau de parfum,"jasmijn, musk, pierre-guillaume-paris, parfums, geurfamilie-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","Familie:floral, floral, ingr:jasmijn, ingr:musk, ingr:peper, ingr:petitgrain, ingr:sandelhout, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-floral-med, Related:floral, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/drama-nuui-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731474
parfumerie-generale-djhenne-eau-de-parfum,22 Djhenne,Pierre Guillaume Paris,eau de parfum,"geurfamilie-rokerig-droog, voor-de-man, lavendel, seringen-lilacs, cederhout, karamel, pierre-guillaume-paris, parfums, geurfamilie-leer, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","cedarwood, chocolate, Familie:leather, ingr:cederhout, ingr:chocolade, ingr:lavendel, ingr:leer, ingr:seringen, lavender, leather, lilacs, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-leer-med, Related:leather, Related:PG, resins, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/djhenne-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731493
parfumerie-generale-felanilla-eau-de-parfum,21 Felanilla,Pierre Guillaume Paris,eau de parfum,"vanille, iris, cashmeran, zonnig-warm-en-vol-amber-akkoord, pierre-guillaume-paris, parfums, geurfamilie-orientaals, eau-de-parfum, france, all-collections, totaal-overzicht, amber, flexify, pierre-guillaume-collection","Familie:oriental, ingr:amber, ingr:iris, ingr:vanille, longevity-middel, Merk:Pierre Guillaume Paris, met sample, mood:comfy, oriental, Pierre Guillaume, ProductBackground:background-oriental-light, Related:oriental, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/felanilla-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731510
parfumerie-generale-grand-siecle-intense-eau-de-parfum,7.1 Grand Siecle Intense,Pierre Guillaume Paris,eau de parfum,"bergamot, tabak, verfrissend-optimistisch, pierre-guillaume-paris, parfums, geurfamilie-fris-citrus, ontdek-de-frisse-geurfamilies, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, flexify, pierre-guillaume-collection","citrus, Familie:citrus, ingr:bergamot, ingr:patchouli, ingr:tabak, ingr:vetiver, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-citrus-med, Related:citrus, Related:Tabak, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/grand-siecle-intense-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731533
parfumerie-generale-harmatan-noir-eau-de-parfum,11 Harmatan Noir,Pierre Guillaume Paris,eau de parfum,"black-collection, thee-tea, zomers-exotisch, verfrissend-optimistisch, phines-keuze-verrassend-verfrissend, thee-collectie, pierre-guillaume-paris, parfums, geurfamilie-groen, geurfamilie-aromatisch-kruidig, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","aromatic, Familie:green, green, ingr:jasmijn, ingr:lavendel, ingr:vijg, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-green-med, Related:green, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/harmatan-noir-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731551
baruti-berlin-im-winter-extrait-de-parfum,Berlin im Winter,Baruti,extrait de parfum,"iris, mirre, wierook-frankincense, lavendel, koffie, leer, omhullende-verwarmende-parfums, koffie-collection, zonnig-warm-en-vol-amber-akkoord, baruti, parfums, geurfamilie-fougere, parfums-extrait-de-parfums, the-netherlands, greece, all-collections, totaal-overzicht, amber, spyros-drosopoulos-collection, flexify","Familie:fougere, fougere, ingr:amber, ingr:iris, ingr:lavendel, ingr:leer, ingr:roos, longevity-lang, Merk:Baruti, met sample, ProductBackground:background-fougere-light, Related:baruti, Related:fougere, Soort:extrait de parfum",45.00,https://cdn.shopify.com/s/files/1/1323/9877/products/berlin-im-winter-extrait-de-parfum-baruti-30-ml-perfume-lounge.jpg?v=1555510427
parfumerie-generale-hyperessence-matale-eau-de-parfum,12 Hyperessence Matale,Pierre Guillaume Paris,eau de parfum,"geurfamilie-rokerig-droog, bergamot, cederhout, leer, vetiver-collection, thee-collectie, pierre-guillaume-paris, parfums, geurfamilie-woody, geurfamilie-fris-citrus, ontdek-de-frisse-geurfamilies, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","citrus, Familie:citrus, Familie:woody, ingr:bergamot, ingr:cederhout, ingr:leer, ingr:magnolia, ingr:musk, ingr:vetiver, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-citrus-med, ProductBackground:background-woody-light, Related:citrus, Related:PG, Related:woody, Soort:eau de parfum, woody",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/hyperessence-matale-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731565
parfumerie-generale-ilang-ivohibe-eau-de-parfum,15 Ilang Ivohibe,Pierre Guillaume Paris,eau de parfum,"iris, ylang-ylang, pierre-guillaume-paris, parfums, geurfamilie-orientaals-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, flexify, pierre-guillaume-collection","Familie:floriental, floraloriental, ingr:iris, ingr:lavendel, ingr:patchouli, ingr:vanille, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-floriental-med.png, Related:floriental, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/ilang-ivohibe-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731583
parfumerie-generale-indian-wood-eau-de-parfum,11.1 Indian Wood,Pierre Guillaume Paris,eau de parfum,"kokos, nootmuskaat, zomers-exotisch, sandelhout-collection, pierre-guillaume-paris, parfums, geurfamilie-aromatisch-kruidig, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","aromatic, ingr:kokos, ingr:musk, ingr:peper, ingr:sandelhout, ingr:vetiver, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/indian-wood-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731601
parfumerie-generale-indochine,25 Indochine,Pierre Guillaume Paris,eau de toilette,"benzoine, benzoine-collection, kardemom-collection, pierre-guillaume-paris, parfums, geurfamilie-orientaals-houtachtig, eau-de-toilettes, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","Familie:woodyoriental, ingr:benzoine, ingr:peper, ingr:vanille, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-woodyoriental-med, Related:PG, Related:woodyoriental, Soort:eau de toilette, woodyoriental",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/indochine-eau-de-toilette-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731618
parfumerie-generale-intrigant-patchouli,08 Intrigant patchouli,Pierre Guillaume Paris,eau de parfum,"benzoine, musk, patchouli-collection, pierre-guillaume-paris, parfums, geurfamilie-leer, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, amber, flexify, pierre-guillaume-collection","Familie:leather, ingr:amber, ingr:benzoine, ingr:musk, ingr:patchouli, ingr:sandelhout, ingr:vanille, leather, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-leer-med, Related:leather, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/intrigant-patchouli-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731638
parfumerie-generale-iris-oriental-eau-de-parfum,14 Iris Oriental,Pierre Guillaume Paris,eau de parfum,"iris, kardemom, phines-keuze-oktober-2018, iris-collection, pierre-guillaume-paris, parfums, geurfamilie-woody, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","Familie:woody, ingr:iris, ingr:vijg, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-woody-light, Related:PG, Related:woody, Soort:eau de parfum, woody",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/iris-oriental-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731657
parfumerie-generale-isparta-eau-de-parfum,26 Isparta,Pierre Guillaume Paris,eau de parfum,"oudh, roos, benzoine, herfstgeuren, parfums-voor-feestdagen, framboos, wild-verleidelijk, love-is-in-the-air, phines-keuze-februari-2019, phines-keuze-valentijn, synthetische-ambergris, pierre-guillaume-paris, parfums, geurfamilie-chypre, geurfamilie-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, flexify, pierre-guillaume-collection","chypre, Familie:chypre, Familie:floral, floral, ingr:benzoine, ingr:musk, ingr:oud, ingr:patchouli, ingr:roos, longevity-middel, Merk:Pierre Guillaume Paris, met sample, mf_4, Pierre Guillaume, ProductBackground:background-chypre-med, ProductBackground:background-floral-med, Related:chypre, Related:floral, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/isparta-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731676
parfumerie-generale-jardins-de-kerylos-eau-de-parfum,16 Jardins de Kerylos,Pierre Guillaume Paris,eau de parfum,"lente, vijg-fig, phines-keuze-spring-is-in-the-air, layering-collectie, pierre-guillaume-paris, parfums, geurfamilie-groen, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","Familie:green, green, ingr:musk, ingr:roos, ingr:tuberose, ingr:vijg, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-green-med, Related:green, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/jardins-de-kerylos-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731694
parfumerie-generale-l-eau-de-circe-eau-de-parfum,05 L'Eau de Circe,Pierre Guillaume Paris,eau de parfum,"osmanthus, ylang-ylang, seringen-lilacs, feestelijk-vrolijk, osmanthus-collection, tanja-thuisblijffavorieten, phines-keuze-mei-2020, op-en-top-vrouwelijk, pierre-guillaume-paris, parfums, geurfamilie-orientaals-bloemig, eau-de-parfum, france, all-collections, totaal-overzicht, patchouli, amber, flexify, pierre-guillaume-collection","Familie:floriental, floraloriental, ingr:amber, ingr:jasmijn, ingr:osmanthus, ingr:patchouli, ingr:roos, ingr:sandelhout, ingr:seringen, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-floriental-med.png, Related:floriental, Related:PG, Soort:eau de parfum",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/leau-de-circe-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731713
parfumerie-generale-l-eau-guerriere-eau-de-parfum,20 L'Eau Guerriere,Pierre Guillaume Paris,eau de parfum,"iso-e-super, voor-de-man, wierook-frankincense, stoer-uitdagend, iso-e-super-collection, layering-collectie, pierre-guillaume-paris, parfums, geurfamilie-woody, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","Familie:woody, ingr:Iso-E Super, ingr:musk, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-woody-light, Related:PG, Related:woody, Soort:eau de parfum, woody",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/leau-guerriere-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731731
parfumerie-generale-l-eau-rare-matale-eau-de-parfum,06 L'Eau Rare Matale,Pierre Guillaume Paris,eau de parfum,"bergamot, cashmeran, heliotroop, thee-tea, tabak, thee-collectie, pierre-guillaume-paris, parfums, geurfamilie-woody, geurfamilie-aromatisch-kruidig, eau-de-parfum, france, all-collections, totaal-overzicht, flexify, pierre-guillaume-collection","aromatic, Familie:woody, ingr:bergamot, ingr:heliotroop, ingr:musk, ingr:tabak, ingr:vetiver, longevity-middel, Merk:Pierre Guillaume Paris, met sample, Pierre Guillaume, ProductBackground:background-woody-light, Related:PG, Related:Vetiver, Related:woody, Soort:eau de parfum, woody",37.10,https://cdn.shopify.com/s/files/1/1323/9877/products/leau-rare-matale-eau-de-parfum-pierre-guillaume-paris-100-ml-perfume-lounge.jpg?v=1554731743
